usageKey,scientificName,canonicalName,authorship,rank,code,status,genericName,specificEpithet,type,formattedName,matchType,confidence,kingdom,phylum,class,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,value,easin_scientificName,easin_kingdom,easin_EASINID,is_alternative,infraspecificEpithet,variety,varietyKey,subspecies,subspeciesKey,processingFlags,note,form,formKey,easin_Name,easin_Authorship,easin_FirstIntroductionsInEU,easin_PresentInCountries,easin_Status,easin_HasImpact,easin_IsEUConcern,easin_EUConcernName,easin_IsOutermostConcern,easin_ConcernedOutermostRegions,easin_IsMSConcern,easin_ConcernedMS,easin_IsPartNative,easin_NativeRange,easin_IsHorizonScanning,easin_LastRevisionDate,easin_Phylum,easin_Class,easin_Order,easin_Family,easin_ImpactSources,easin_ImpactOnSectors,easin_CommonNames,easin_Synonyms,easin_CBD_Pathways
5754817,"Abax parallelus (Duftschmid, 1812)",Abax parallelus,"(Duftschmid, 1812)",SPECIES,ZOOLOGICAL,ACCEPTED,Abax,parallelus,SCIENTIFIC,"<i>Abax</i> <i>parallelus</i> (Duftschmid, 1812)",EXACT,100,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Abax,Abax parallelus,1,54,216,1470,3792,4988750,5754817,FALSE,"Abax parallelus (Duftschmid, 1812)",Animalia,R00001,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abax parallelus,"(Duftschmid, 1812)",NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,NA,Arthropoda,Insecta,Coleoptera,Carabidae,NA,NA,NA,NA,NA
4567113,"Abida polyodon (Draparnaud, 1801)",Abida polyodon,"(Draparnaud, 1801)",SPECIES,ZOOLOGICAL,ACCEPTED,Abida,polyodon,SCIENTIFIC,"<i>Abida</i> <i>polyodon</i> (Draparnaud, 1801)",EXACT,100,Animalia,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,Abida,Abida polyodon,1,52,225,1456,3244092,4406374,4567113,FALSE,"Abida polyodon (Draparnaud, 1801)",Animalia,R19170,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abida polyodon,"(Draparnaud, 1801)",NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,NA,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,NA,NA,NA,NA,NA
2685484,Abies alba Mill.,Abies alba,Mill.,SPECIES,NA,ACCEPTED,Abies,alba,SCIENTIFIC,<i>Abies</i> <i>alba</i> Mill.,EXACT,100,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies alba,6,7707728,194,640,3925,2684876,2685484,FALSE,Abies alba Mill.,Plantae,R00005,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abies alba,Mill.,NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,NA,Tracheophyta,Pinopsida,Pinales,Pinaceae,NA,NA,NA,NA,NA
2685383,Abies balsamea (L.) Mill.,Abies balsamea,(L.) Mill.,SPECIES,BOTANICAL,ACCEPTED,Abies,balsamea,SCIENTIFIC,<i>Abies</i> <i>balsamea</i> (L.) Mill.,EXACT,100,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies balsamea,6,7707728,194,640,3925,2684876,2685383,FALSE,Abies balsamea (L.) Mill.,Plantae,R00006,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abies balsamea,(L.) Mill.,NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Tracheophyta,Pinopsida,Pinales,Pinaceae,NA,NA,NA,NA,NA
2685326,Abies cephalonica Loudon,Abies cephalonica,Loudon,SPECIES,NA,ACCEPTED,Abies,cephalonica,SCIENTIFIC,<i>Abies</i> <i>cephalonica</i> Loudon,EXACT,100,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies cephalonica,6,7707728,194,640,3925,2684876,2685326,FALSE,Abies cephalonica Loudon,Plantae,R00007,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abies cephalonica,Loudon,NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,NA,Tracheophyta,Pinopsida,Pinales,Pinaceae,NA,NA,NA,NA,NA
2685580,Abies concolor (Gordon) Lindl. ex Hildebr.,Abies concolor,(Gordon) Lindl. ex Hildebr.,SPECIES,BOTANICAL,ACCEPTED,Abies,concolor,SCIENTIFIC,<i>Abies</i> <i>concolor</i> (Gordon) Lindl. ex Hildebr.,EXACT,100,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies concolor,6,7707728,194,640,3925,2684876,2685580,FALSE,Abies concolor (Gordon) Lindl. ex Hildebr.,Plantae,R00008,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abies concolor,(Gordon) Lindl. ex Hildebr.,NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Tracheophyta,Pinopsida,Pinales,Pinaceae,NA,NA,NA,NA,NA
2685318,Abies fraseri (Pursh) Poir.,Abies fraseri,(Pursh) Poir.,SPECIES,BOTANICAL,ACCEPTED,Abies,fraseri,SCIENTIFIC,<i>Abies</i> <i>fraseri</i> (Pursh) Poir.,EXACT,100,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies fraseri,6,7707728,194,640,3925,2684876,2685318,FALSE,Abies fraseri (Pursh) Poir.,Plantae,R00010,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abies fraseri,(Pursh) Poir.,NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Tracheophyta,Pinopsida,Pinales,Pinaceae,NA,NA,NA,NA,NA
2685361,Abies grandis (Douglas ex D.Don) Lindl.,Abies grandis,(Douglas ex D.Don) Lindl.,SPECIES,BOTANICAL,ACCEPTED,Abies,grandis,SCIENTIFIC,<i>Abies</i> <i>grandis</i> (Douglas ex D.Don) Lindl.,EXACT,100,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies grandis,6,7707728,194,640,3925,2684876,2685361,FALSE,Abies grandis (Douglas ex D.Don) Lindl.,Plantae,R00011,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abies grandis,(Douglas ex D.Don) Lindl.,NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Tracheophyta,Pinopsida,Pinales,Pinaceae,NA,NA,NA,NA,NA
2685552,Abies nordmanniana (Steven) Spach,Abies nordmanniana,(Steven) Spach,SPECIES,BOTANICAL,ACCEPTED,Abies,nordmanniana,SCIENTIFIC,<i>Abies</i> <i>nordmanniana</i> (Steven) Spach,EXACT,100,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies nordmanniana,6,7707728,194,640,3925,2684876,2685552,FALSE,Abies nordmanniana (Steven) Spach,Plantae,R00013,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abies nordmanniana,(Steven) Spach,NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,NA,Tracheophyta,Pinopsida,Pinales,Pinaceae,NA,NA,NA,NA,NA
2685464,Abies pinsapo Boiss.,Abies pinsapo,Boiss.,SPECIES,NA,ACCEPTED,Abies,pinsapo,SCIENTIFIC,<i>Abies</i> <i>pinsapo</i> Boiss.,EXACT,100,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies pinsapo,6,7707728,194,640,3925,2684876,2685464,FALSE,Abies pinsapo Boiss.,Plantae,R00014,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abies pinsapo,Boiss.,NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,NA,Tracheophyta,Pinopsida,Pinales,Pinaceae,NA,NA,NA,NA,NA
2685308,Abies procera Rehd.,Abies procera,Rehd.,SPECIES,NA,ACCEPTED,Abies,procera,SCIENTIFIC,<i>Abies</i> <i>procera</i> Rehd.,EXACT,100,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies procera,6,7707728,194,640,3925,2684876,2685308,FALSE,Abies procera Rehder,Plantae,R00015,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abies procera,Rehder,NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Tracheophyta,Pinopsida,Pinales,Pinaceae,NA,NA,NA,NA,NA
2685654,Abies sibirica Ledeb.,Abies sibirica,Ledeb.,SPECIES,NA,ACCEPTED,Abies,sibirica,SCIENTIFIC,<i>Abies</i> <i>sibirica</i> Ledeb.,EXACT,100,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies sibirica,6,7707728,194,640,3925,2684876,2685654,FALSE,Abies sibirica Ledeb.,Plantae,R00016,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abies sibirica,Ledeb.,NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,NA,Tracheophyta,Pinopsida,Pinales,Pinaceae,NA,NA,NA,NA,NA
2685400,Abies veitchii Lindl.,Abies veitchii,Lindl.,SPECIES,NA,ACCEPTED,Abies,veitchii,SCIENTIFIC,<i>Abies</i> <i>veitchii</i> Lindl.,EXACT,100,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies veitchii,6,7707728,194,640,3925,2684876,2685400,FALSE,Abies veitchii Lindl.,Plantae,R00017,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abies veitchii,Lindl.,NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Tracheophyta,Pinopsida,Pinales,Pinaceae,NA,NA,NA,NA,NA
2369165,"Ablennes hians (Valenciennes, 1846)",Ablennes hians,"(Valenciennes, 1846)",SPECIES,ZOOLOGICAL,ACCEPTED,Ablennes,hians,SCIENTIFIC,"<i>Ablennes</i> <i>hians</i> (Valenciennes, 1846)",EXACT,100,Animalia,Chordata,NA,Beloniformes,Belonidae,Ablennes,Ablennes hians,1,44,NA,498,7190,2369164,2369165,FALSE,"Ablennes hians (Valenciennes, 1846)",Animalia,R20136,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ablennes hians,"(Valenciennes, 1846)",NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Chordata,Actinopterygii,Beloniformes,Belonidae,NA,NA,NA,NA,NA
1364478,"Ablerus chionaspidis (Howard, 1914)",Ablerus chionaspidis,"(Howard, 1914)",SPECIES,ZOOLOGICAL,ACCEPTED,Ablerus,chionaspidis,SCIENTIFIC,"<i>Ablerus</i> <i>chionaspidis</i> (Howard, 1914)",EXACT,100,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,Ablerus,Ablerus chionaspidis,1,54,216,1457,5503,1364463,1364478,FALSE,"Ablerus chionaspidis (Howard, 1914)",Animalia,R16884,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ablerus chionaspidis,"(Howard, 1914)",NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Arthropoda,Insecta,Hymenoptera,Aphelinidae,NA,NA,NA,NA,NA
1364517,"Ablerus clisiocampae (Ashmead, 1894)",Ablerus clisiocampae,"(Ashmead, 1894)",SPECIES,ZOOLOGICAL,ACCEPTED,Ablerus,clisiocampae,SCIENTIFIC,"<i>Ablerus</i> <i>clisiocampae</i> (Ashmead, 1894)",EXACT,100,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,Ablerus,Ablerus clisiocampae,1,54,216,1457,5503,1364463,1364517,FALSE,"Ablerus clisiocampae (Ashmead, 1894)",Animalia,R16885,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ablerus clisiocampae,"(Ashmead, 1894)",NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Arthropoda,Insecta,Hymenoptera,Aphelinidae,NA,NA,NA,NA,NA
1364531,"Ablerus perspeciosus Girault, 1916",Ablerus perspeciosus,"Girault, 1916",SPECIES,ZOOLOGICAL,ACCEPTED,Ablerus,perspeciosus,SCIENTIFIC,"<i>Ablerus</i> <i>perspeciosus</i> Girault, 1916",EXACT,100,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,Ablerus,Ablerus perspeciosus,1,54,216,1457,5503,1364463,1364531,FALSE,"Ablerus perspeciosus Girault, 1916",Animalia,R00022,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ablerus perspeciosus,"Girault, 1916",NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Arthropoda,Insecta,Hymenoptera,Aphelinidae,NA,NA,NA,NA,NA
9809222,"Abramis brama (Linnaeus, 1758)",Abramis brama,"(Linnaeus, 1758)",SPECIES,ZOOLOGICAL,ACCEPTED,Abramis,brama,SCIENTIFIC,"<i>Abramis</i> <i>brama</i> (Linnaeus, 1758)",EXACT,100,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Abramis,Abramis brama,1,44,NA,1153,7336,2363407,9809222,FALSE,"Abramis brama (Linnaeus, 1758)",Animalia,R00024,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abramis brama,"(Linnaeus, 1758)",NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,NA,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,NA,NA,NA
5384889,Abronia fragrans Nutt. ex Hook.,Abronia fragrans,Nutt. ex Hook.,SPECIES,NA,ACCEPTED,Abronia,fragrans,SCIENTIFIC,<i>Abronia</i> <i>fragrans</i> Nutt. ex Hook.,EXACT,100,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Abronia,Abronia fragrans,6,7707728,220,422,6718,3086103,5384889,FALSE,Abronia fragrans Nutt. ex Hook.,Plantae,R00026,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abronia fragrans,Nutt. ex Hook.,NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,NA,NA,NA,NA,NA
2398623,"Abudefduf saxatilis (Linnaeus, 1758)",Abudefduf saxatilis,"(Linnaeus, 1758)",SPECIES,ZOOLOGICAL,ACCEPTED,Abudefduf,saxatilis,SCIENTIFIC,"<i>Abudefduf</i> <i>saxatilis</i> (Linnaeus, 1758)",EXACT,100,Animalia,Chordata,NA,Perciformes,Pomacentridae,Abudefduf,Abudefduf saxatilis,1,44,NA,587,4499,2398621,2398623,FALSE,"Abudefduf cf. saxatilis (Linnaeus, 1758)",Animalia,R20210,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abudefduf cf. saxatilis,"(Linnaeus, 1758)",NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,NA,NA,NA,NA,NA
2398675,"Abudefduf hoefleri (Steindachner, 1881)",Abudefduf hoefleri,"(Steindachner, 1881)",SPECIES,ZOOLOGICAL,ACCEPTED,Abudefduf,hoefleri,SCIENTIFIC,"<i>Abudefduf</i> <i>hoefleri</i> (Steindachner, 1881)",EXACT,100,Animalia,Chordata,NA,Perciformes,Pomacentridae,Abudefduf,Abudefduf hoefleri,1,44,NA,587,4499,2398621,2398675,FALSE,"Abudefduf hoefleri (Steindachner, 1881)",Animalia,R19331,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abudefduf hoefleri,"(Steindachner, 1881)",NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,NA,NA,NA,NA,NA
2398623,"Abudefduf saxatilis (Linnaeus, 1758)",Abudefduf saxatilis,"(Linnaeus, 1758)",SPECIES,ZOOLOGICAL,ACCEPTED,Abudefduf,saxatilis,SCIENTIFIC,"<i>Abudefduf</i> <i>saxatilis</i> (Linnaeus, 1758)",EXACT,100,Animalia,Chordata,NA,Perciformes,Pomacentridae,Abudefduf,Abudefduf saxatilis,1,44,NA,587,4499,2398621,2398623,FALSE,"Abudefduf saxatilis (Linnaeus, 1758)",NA,R00027,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abudefduf saxatilis,"(Linnaeus, 1758)",NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2398669,"Abudefduf sexfasciatus (Lacepède, 1801)",Abudefduf sexfasciatus,"(Lacepède, 1801)",SPECIES,ZOOLOGICAL,ACCEPTED,Abudefduf,sexfasciatus,SCIENTIFIC,"<i>Abudefduf</i> <i>sexfasciatus</i> (Lacepède, 1801)",EXACT,100,Animalia,Chordata,NA,Perciformes,Pomacentridae,Abudefduf,Abudefduf sexfasciatus,1,44,NA,587,4499,2398621,2398669,FALSE,"Abudefduf sexfasciatus (Lacepède, 1801)",Animalia,R19652,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abudefduf sexfasciatus,"(Lacepède, 1801)",NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,NA,NA,NA,NA,NA
2398682,"Abudefduf sordidus (Forsskål, 1775)",Abudefduf sordidus,"(Forsskål, 1775)",SPECIES,ZOOLOGICAL,ACCEPTED,Abudefduf,sordidus,SCIENTIFIC,"<i>Abudefduf</i> <i>sordidus</i> (Forsskål, 1775)",EXACT,100,Animalia,Chordata,NA,Perciformes,Pomacentridae,Abudefduf,Abudefduf sordidus,1,44,NA,587,4499,2398621,2398682,FALSE,"Abudefduf sordidus (Forsskål, 1775)",Animalia,R20399,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abudefduf sordidus,"(Forsskål, 1775)",NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Chordata,Teleostei,Ovalentaria,Pomacentridae,NA,NA,NA,NA,NA
2398664,"Abudefduf taurus (Müller & Troschel, 1848)",Abudefduf taurus,"(Müller & Troschel, 1848)",SPECIES,ZOOLOGICAL,ACCEPTED,Abudefduf,taurus,SCIENTIFIC,"<i>Abudefduf</i> <i>taurus</i> (Müller & Troschel, 1848)",EXACT,100,Animalia,Chordata,NA,Perciformes,Pomacentridae,Abudefduf,Abudefduf taurus,1,44,NA,587,4499,2398621,2398664,FALSE,"Abudefduf taurus (Müller & Troschel, 1848)",Animalia,R20754,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abudefduf taurus,"(Müller & Troschel, 1848)",NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Chordata,Teleostei,Ovalentaria,Pomacentridae,NA,NA,NA,NA,NA
2398634,"Abudefduf vaigiensis (Quoy & Gaimard, 1825)",Abudefduf vaigiensis,"(Quoy & Gaimard, 1825)",SPECIES,ZOOLOGICAL,ACCEPTED,Abudefduf,vaigiensis,SCIENTIFIC,"<i>Abudefduf</i> <i>vaigiensis</i> (Quoy & Gaimard, 1825)",EXACT,100,Animalia,Chordata,NA,Perciformes,Pomacentridae,Abudefduf,Abudefduf vaigiensis,1,44,NA,587,4499,2398621,2398634,FALSE,"Abudefduf vaigiensis (Quoy & Gaimard, 1825)",Animalia,R19332,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abudefduf vaigiensis,"(Quoy & Gaimard, 1825)",NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Chordata,Actinopterygii,Perciformes,Pomacentridae,NA,NA,NA,NA,NA
3152633,Abutilon grandifolium (Willd.) Sweet,Abutilon grandifolium,(Willd.) Sweet,SPECIES,BOTANICAL,ACCEPTED,Abutilon,grandifolium,SCIENTIFIC,<i>Abutilon</i> <i>grandifolium</i> (Willd.) Sweet,EXACT,100,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abutilon,Abutilon grandifolium,6,7707728,220,941,6685,3152599,3152633,FALSE,Abutilon grandifolium (Willd.) Sweet,Plantae,R00030,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abutilon grandifolium,(Willd.) Sweet,NA,NA,A,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,NA,NA,NA,NA,NA
3935859,Abutilon sonneratianum (Cav.) Sweet,Abutilon sonneratianum,(Cav.) Sweet,SPECIES,BOTANICAL,ACCEPTED,Abutilon,sonneratianum,SCIENTIFIC,<i>Abutilon</i> <i>sonneratianum</i> (Cav.) Sweet,EXACT,100,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abutilon,Abutilon sonneratianum,6,7707728,220,941,6685,3152599,3935859,FALSE,Abutilon sonneratianum (Cav.) Sweet,Plantae,R00031,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abutilon sonneratianum,(Cav.) Sweet,NA,NA,A,TRUE,FALSE,NA,TRUE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,NA,NA,NA,NA,NA
3152614,Abutilon theophrasti Medik.,Abutilon theophrasti,Medik.,SPECIES,NA,ACCEPTED,Abutilon,theophrasti,SCIENTIFIC,<i>Abutilon</i> <i>theophrasti</i> Medik.,EXACT,100,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abutilon,Abutilon theophrasti,6,7707728,220,941,6685,3152599,3152614,FALSE,Abutilon theophrasti Medik.,Plantae,R00033,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abutilon theophrasti,Medik.,NA,NA,A,TRUE,FALSE,NA,TRUE,NA,FALSE,NA,TRUE,NA,FALSE,NA,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,NA,NA,NA,NA,NA
2981303,Acacia baileyana F.Muell.,Acacia baileyana,F.Muell.,SPECIES,NA,ACCEPTED,Acacia,baileyana,SCIENTIFIC,<i>Acacia</i> <i>baileyana</i> F.Muell.,EXACT,100,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia baileyana,6,7707728,220,1370,5386,2978223,2981303,FALSE,Acacia baileyana F.Muell.,Plantae,R00035,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia baileyana,F.Muell.,NA,NA,A,TRUE,FALSE,NA,TRUE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,NA,NA,NA,NA,NA
2979559,Acacia cultriformis A.Cunn. ex G.Don,Acacia cultriformis,A.Cunn. ex G.Don,SPECIES,NA,ACCEPTED,Acacia,cultriformis,SCIENTIFIC,<i>Acacia</i> <i>cultriformis</i> A.Cunn. ex G.Don,EXACT,100,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia cultriformis,6,7707728,220,1370,5386,2978223,2979559,FALSE,Acacia cultriformis G.Don,Plantae,R00037,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia cultriformis,G.Don,NA,NA,A,TRUE,FALSE,NA,TRUE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,NA,NA,NA,NA,NA
2979474,Acacia dealbata Link,Acacia dealbata,Link,SPECIES,NA,ACCEPTED,Acacia,dealbata,SCIENTIFIC,<i>Acacia</i> <i>dealbata</i> Link,EXACT,100,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia dealbata,6,7707728,220,1370,5386,2978223,2979474,FALSE,Acacia dealbata Link s.l.,Plantae,R00039,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia dealbata,Link s.l.,NA,NA,A,TRUE,FALSE,NA,TRUE,NA,TRUE,NA,FALSE,NA,FALSE,NA,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,NA,NA,NA,NA,NA
